1106	Channappayya SS	2008			352		Book	Proceedings Paper	0	Rate bounds on SSIM index of quantized image DCT coefficients	WOS:000255196800036
1107	Liu Y	2008	J VISION	8			Journal	Article	10	Disparity statistics in natural scenes	WOS:000259260700019
1108	Channappayya SS	2008	IEEE IMAGE PROC		569		Series	Proceedings Paper	1	PERCEPTUAL SOFT THRESHOLDING USING THE STRUCTURAL SIMILARITY INDEX	WOS:000265921400143
1109	Raj RG	2008	IEEE IMAGE PROC		697		Series	Proceedings Paper	0	FIXATION SELECTION BY MAXIMIZATION OF TEXURE AND CONTRAST INFORMATION	WOS:000265921400175
1110	Seshadrinathan K	2008	IEEE IMAGE PROC		1200		Series	Proceedings Paper	7	UNIFYING ANALYSIS OF FULL REFERENCE IMAGE QUALITY ASSESSMENT	WOS:000265921400301
1111	Jahanbin S	2008	IEEE IMAGE PROC		2768		Series	Proceedings Paper	1	AUTOMATED FACIAL FEATURE DETECTION AND FACE RECOGNITION USING GABOR FEATURES ON RANGE AND PORTRAIT IMAGES	WOS:000265921401209
1112	Seshadrinathan K	2008	IEEE ICCE		540		Book	Proceedings Paper	0	Multi-scale and scalable video quality assessment	WOS:000258983200270
1113	Channappayya SS	2008	INT CONF ACOUST SPEE		765		Series	Proceedings Paper	1	SSIM-optimal linear image restoration	WOS:000257456700192
1114	Coffman TR	2008	INT CONF ACOUST SPEE		1069		Series	Proceedings Paper	0	Fast computation of dense stereo correspondences by stochastic sampling of match quality	WOS:000257456700268
1115	Channappayya SS	2008	IEEE IMAGE PROC		573		Series	Proceedings Paper	0	PERCEPTUAL SOFT THRESHOLDING USING THE STRUCTURAL SIMILARITY INDEX	WOS:000262505000144
1116	Raj RG	2008	IEEE IMAGE PROC		701		Series	Proceedings Paper	0	FIXATION SELECTION BY MAXIMIZATION OF TEXTURE AND CONTRAST INFORMATION	WOS:000262505000176
1117	Jahanbin S	2008			278		Book	Proceedings Paper	0	Three Dimensional Face Recognition Using Iso-Geodesic and Iso-Depth Curves	WOS:000265595400046
1118	Jahanbin S	2008			25		Book	Proceedings Paper	0	Automated facial feature detection from portrait and range images	WOS:000257065700007
1119	Monaco J	2008			33		Book	Proceedings Paper	0	Stereoscopic phase-differencing: Multiscale synthesis	WOS:000257065700009
1120	Arnow T	2008			53		Book	Proceedings Paper	0	Foveated object recognition using corners	WOS:000257065700014
1121	Jahanbin R	2008			129		Book	Proceedings Paper	0	Automated region of interest detection of spiculated masses on digital mammograms	WOS:000257065700033
1122	Raj RG	2008	IEEE T IMAGE PROCESS	17	259		Journal	Article	2	MICA: A multilinear ICA decomposition for natural scene modeling	WOS:000253272300002
1123	Sampat MP	2008	J DIGIT IMAGING	21	9		Journal	Article	3	Comparison of algorithms to enhance spicules of spiculated masses on mammography	WOS:000253626200003
1124	Rajashekar U	2008	IEEE T IMAGE PROCESS	17	564		Journal	Article	30	GAFFE: A gaze-attentive fixation finding engine	WOS:000254275000012
1125	Sampat MP	2008	MED PHYS	35	2110		Series	Article; Proceedings Paper	9	A model-based framework for the detection of spiculated masses on mammography	WOS:000255456500052
1126	Channappayya SS	2008	IEEE T IMAGE PROCESS	17	857		Journal	Article	17	Design of linear equalizers optimized for the structural similarity index	WOS:000256055500003
1127	Choi H	2008	IEEE T MED IMAGING	27	1107		Journal	Article	2	Feature normalization via expectation maximization and unsupervised Nonparametric classification for M-FISH chromosome images	WOS:000258260000011
1128	Channappayya SS	2008	IEEE T IMAGE PROCESS	17	1624		Journal	Article	16	Rate bounds on SSIM index of quantized images	WOS:000258618100013
1129	Monaco JP	2008	IEEE T IMAGE PROCESS	17	1672		Journal	Article	1	Nonlinearities in stereoscopic phase-differencing	WOS:000258618100017
1130	Dubuque S	2009	P SOC PHOTO-OPT INS	7321			Series	Proceedings Paper	0	A comparison of foveated acquisition and tracking performance relative to uniform resolution approaches	WOS:000292095600013
1131	Wang Z	2009	IEEE SIGNAL PROC MAG	26	98		Journal	Article	131	Mean Squared Error: Love It or Leave It? A new look at signal fidelity measures	WOS:000263297200011
1132	Sabir MF	2009	IEEE T IMAGE PROCESS	18	90		Journal	Article	11	Joint Source-Channel Distortion Modeling for MPEG-4 Video	WOS:000262221900008
1133	Choi H	2009	IEEE T MED IMAGING	28	129		Journal	Article	5	Color Compensation of Multicolor FISH Images	WOS:000262220700013
1134	van der Linde I	2009	PERCEPTION	38	1152		Journal	Article	2	Visual memory for fixated regions of natural images dissociates attraction and recognition	WOS:000270522100006
1135	Chen MJ	2009			70		Book	Proceedings Paper	0	NO-REFERENCE IMAGE BLUR ASSESSMENT USING MULTISCALE GRADIENT	WOS:000276081400013
1136	Saad MA	2009			163		Book	Proceedings Paper	1	NATURAL MOTION STATISTICS FOR NO-REFERENCE VIDEO QUALITY ASSESSMENT	WOS:000276081400029
1137	van der Linde I	2009	SPATIAL VISION	22	161		Journal	Article	5	DOVES: a database of visual eye movements	WOS:000265276100004
1138	Tavassoli A	2009	VISION RES	49	173		Journal	Article	8	Eye movements selective for spatial frequency and orientation during active visual search	WOS:000262606000001
1139	Lee J	2009			1153		Book	Proceedings Paper	0	ESTIMATION AND ANALYSIS OF URBAN TRAFFIC FLOW	WOS:000280464300289
1140	Park J	2009			1813		Book	Proceedings Paper	0	OPTIMAL POWER ALLOCATION FOR MINIMIZING VISUAL DISTORTION OVER IMMO COMMUNICATION SYSTEMS	WOS:000280464300454
1141	Saad MA	2009			540		Book	Proceedings Paper	0	EXTRACTING REGIONS OF INTEREST FROM STILL IMAGES: COLOR SALIENCY AND WAVELET-BASED APPROACHES	WOS:000267715800098
1142	Malpica WS	2009	INT CONF ACOUST SPEE		1149		Series	Proceedings Paper	4	RANGE IMAGE QUALITY ASSESSMENT BY STRUCTURAL SIMILARITY	WOS:000268919200288
1143	Moorthy AK	2009	IEEE J-STSP	3	193		Journal	Article	43	Visual Importance Pooling for Image Quality Assessment	WOS:000265649400002
1144	Sampat MP	2009	IEEE T INF TECHNOL B	13	300		Journal	Article	2	Indexes for Three-Class Classification Performance Assessment-An Empirical Comparison	WOS:000265936400004
1145	Park J	2009	IEEE T MULTIMEDIA	11	1062		Journal	Article	4	Optimal Channel Adaptation of Scalable Video Over a Multicarrier-Based Multicell Environment	WOS:000269776700003
1146	Sampat MP	2009	IEEE T IMAGE PROCESS	18	2385		Journal	Article	23	Complex Wavelet Structural Similarity: A New Image Similarity Index	WOS:000270744400001
1147	Monaco JP	2009	INT J COMPUT VISION	85	192		Journal	Article	1	Active, Foveated, Uncalibrated Stereovision	WOS:000269344500005
1148	Moorthy AK	2010	PROC SPIE	7527			Series	Proceedings Paper	0	Efficient Motion Weighted Spatio-Temporal Video SSIM Index	WOS:000283782900043
1149	Seshadrinathan K	2010	PROC SPIE	7527			Series	Proceedings Paper	2	A Subjective Study to Evaluate Video Quality Assessment Algorithms	WOS:000283782900012
1150	Charrier C	2010	PROC SPIE	7529			Series	Proceedings Paper	0	Comparison of Image Quality Assessment Algorithms on Compressed Images	WOS:000283490000010
1151	Li CF	2010	J ELECTRON IMAGING	19			Journal	Article	2	Content-weighted video quality assessment using a three-component image model	WOS:000276944100003
1152	Liu Y	2010	J VISION	10			Journal	Article	0	Dichotomy between luminance and disparity features at binocular fixations	WOS:000283646100035
1153	Moorthy AK	2010	INT CONF ACOUST SPEE		962		Series	Proceedings Paper	1	STATISTICS OF NATURAL IMAGE DISTORTIONS	WOS:000287096001009
1154	Chen MJ	2010	INT CONF ACOUST SPEE		994		Series	Proceedings Paper	0	FAST STRUCTURAL SIMILARITY INDEX ALGORITHM	WOS:000287096001017
1155	Saad MA	2010	IEEE IMAGE PROC		313		Series	Proceedings Paper	0	NATURAL DCT STATISTICS APPROACH TO NO-REFERENCE IMAGE QUALITY ASSESSMENT	WOS:000287728000077
1156	Raj RG	2010	IEEE IMAGE PROC		1889		Series	Proceedings Paper	0	A FAST MULTILINEAR ICA ALGORITHM	WOS:000287728001243
1157	Moorthy AK	2010	IEEE IMAGE PROC		2481		Series	Proceedings Paper	0	A TWO-STAGE FRAMEWORK FOR BLIND IMAGE QUALITY ASSESSMENT	WOS:000287728002141
1158	Lee K	2010	IEEE IMAGE PROC		2493		Series	Proceedings Paper	0	TEMPORAL POOLING OF VIDEO QUALITY ESTIMATES USING PERCEPTUAL MOTION MODELS	WOS:000287728002144
1159	Muralidhar GS	2010	IEEE IMAGE PROC		4373		Series	Proceedings Paper	0	SNAKULES: SNAKES THAT SEEK SPICULES ON MAMMOGRAPHY	WOS:000287728004104
1160	Seshadrinathan K	2010	IEEE T IMAGE PROCESS	19	335		Journal	Article	46	Motion Tuned Spatio-Temporal Quality Assessment of Natural Videos	WOS:000273708100005
1161	Sabir MF	2010	IEEE T IMAGE PROCESS	19	410		Journal	Article	1	Unequal Power Allocation for JPEG Transmission Over MIMO Systems	WOS:000273708100011
1162	Coffman TR	2010	IEEE T IMAGE PROCESS	19	451		Journal	Article	0	Efficient Stereoscopic Ranging via Stochastic Sampling of Match Quality	WOS:000273708100014
1163	Moorthy AK	2010	IEEE T CIRC SYST VID	20	587		Journal	Article	6	Wireless Video Quality Assessment: A Study of Subjective Scores and Objective Algorithms	WOS:000276681000011
1164	Rajashekar U	2010	J ELECTRON IMAGING	19			Journal	Article	0	Performance evaluation of mail-scanning cameras	WOS:000279318500016
1165	Moorthy AK	2010	IEEE SIGNAL PROC LET	17	513		Journal	Article	23	A Two-Step Framework for Constructing Blind Image Quality Indices	WOS:000276259200001
1166	Saad MA	2010	IEEE SIGNAL PROC LET	17	583		Journal	Article	18	A DCT Statistics-Based Blind Image Quality Index	WOS:000277337800004
1167	Seshadrinathan K	2010	IEEE T IMAGE PROCESS	19	1427		Journal	Article	41	Study of Subjective and Objective Quality Assessment of Video	WOS:000277773200004
1168	Li CF	2010	SIGNAL PROCESS-IMAGE	25	517		Journal	Article	15	Content-partitioned structural similarity index for image quality assessment	WOS:000282032800005
1169	Bovik AC	2010	IEEE SIGNAL PROC MAG	27	117		Journal	Editorial Material	0	What You See Is What You Learn	WOS:000283242900015
1170	Ha H	2010	IEEE T CIRC SYST VID	20	1187		Journal	Article	3	Perceptually Unequal Packet Loss Protection by Weighting Saliency and Error Propagation	WOS:000283591000003
1171	Muralidhar GS	2010	IEEE T MED IMAGING	29	1768		Journal	Article	3	Snakules: A Model-Based Active Contour Algorithm for the Annotation of Spicules on Mammography	WOS:000283352700006
1172	Moorthy AK	2010	IEEE T CIRC SYST VID	20	1653		Journal	Article	4	Efficient Video Quality Assessment Along Temporal Trajectories	WOS:000283952100025
1173	Bovik AC	2010	P IEEE	98	1799		Journal	Editorial Material	1	Perceptual Video Processing: Seeing the Future	WOS:000283443800002
1174	Gupta S	2010	INT J COMPUT VISION	90	331		Journal	Article	7	Anthropometric 3D Face Recognition	WOS:000282782700005
1175	Muralidhar GS	2010	J DIGIT IMAGING	23	701		Journal	Article	0	Evaluation of Stylus for Radiographic Image Annotation	WOS:000284163300007
1176	Chen MJ	2011	EURASIP J IMAGE VIDE				Journal	Article	0	No-reference image blur assessment using multiscale gradient	WOS:000294906300001
1177	Mittal A	2011	PROC SPIE	7865			Series	Proceedings Paper	0	Task Dependence of Visual Attention on Compressed Videos: Point of Gaze Statistics and Analysis	WOS:000293628800027
1178	Yim C	2011	IEEE T IMAGE PROCESS	20	88		Journal	Article	4	Quality Assessment of Deblocked Images	WOS:000285514800008
1179	Seshadrinathan K	2011	MULTIMED TOOLS APPL	51	163		Journal	Article	0	Automatic prediction of perceptual quality of multimedia signals-a survey	WOS:000286103800007
1180	Moorthy AK	2011	MULTIMED TOOLS APPL	51	675		Journal	Article	1	Visual quality assessment algorithms: what does the future hold?	WOS:000286472300011
1181	Yim C	2011	SIGNAL PROCESS-IMAGE	26	24		Journal	Article	1	Evaluation of temporal variation of video quality in packet loss networks	WOS:000286711700003
1182	Charrier C	2011	IEEE IMAGE PROC				Series	Proceedings Paper	0	CALIBRATING MS-SSIM FOR COMPRESSION DISTORTIONS USING MLDS	WOS:000298962503113
1183	Chen C	2011	IEEE IMAGE PROC				Series	Proceedings Paper	0	ADAPTIVE POLICIES FOR REAL-TIME VIDEO TRANSMISSION: A MARKOV DECISION PROCESS FRAMEWORK	WOS:000298962502095
1184	Park J	2011	IEEE IMAGE PROC				Series	Proceedings Paper	0	SPATIO-TEMPORAL QUALITY POOLING ACCOUNTING FOR TRANSIENT SEVERE IMPAIRMENTS AND EGOMOTION	WOS:000298962502160
1185	Saad MA	2011	IEEE IMAGE PROC				Series	Proceedings Paper	0	DCT STATISTICS MODEL-BASED BLIND IMAGE QUALITY ASSESSMENT	WOS:000298962503057
1186	Lee S	2011	IEEE IMAGE PROC		161		Series	Proceedings Paper	0	OPTIMAL IMAGE TRANSMISSION OVER VISUAL SENSOR NETWORKS	WOS:000298962500041
1187	Su CC	2011	IEEE IMAGE PROC		257		Series	Proceedings Paper	0	NATURAL SCENE STATISTICS OF COLOR AND RANGE	WOS:000298962500065
1188	Verma N	2011			2821		Book	Proceedings Paper	0	Model-driven, probabilistic level set based segmentation of magnetic resonance images of the brain	WOS:000298810002139
1189	Mittal A	2011			338		Book	Proceedings Paper	0	ALGORITHMIC ASSESSMENT OF 3D QUALITY OF EXPERIENCE FOR IMAGES AND VIDEOS	WOS:000298803400060
1190	Soundararajan R	2011	INT CONF ACOUST SPEE		1149		Series	Proceedings Paper	0	RRED INDICES: REDUCED REFERENCE ENTROPIC DIFFERENCING FRAMEWORK FOR IMAGE QUALITY ASSESSMENT	WOS:000296062401098
1191	Seshadrinathan K	2011	INT CONF ACOUST SPEE		1153		Series	Proceedings Paper	1	TEMPORAL HYSTERESIS MODEL OF TIME VARYING SUBJECTIVE VIDEO QUALITY	WOS:000296062401099
1192	Muralidhar GS	2011	MT SINAI J MED	78	280		Journal	Article	1	Computer-Aided Diagnosis in Breast Magnetic Resonance Imaging	WOS:000289124500011
1193	Li CF	2011	IEEE T NEURAL NETWOR	22	793		Journal	Article	2	Blind Image Quality Assessment Using a General Regression Neural Network	WOS:000290414400010
1194	Lee H	2011	IEEE T MULTIMEDIA	13	813		Journal	Article	1	Cross-Layer Optimization for Downlink Wavelet Video Transmission	WOS:000293710300019
1195	Li C	2011	ELECTRON LETT	47	962		Journal	Article	0	No-reference blur index using blur comparisons	WOS:000294045600012
1196	Liu Y	2011	IEEE T IMAGE PROCESS	20	2515		Journal	Article	0	Statistical Modeling of 3-D Natural Scenes With Application to Bayesian Stereopsis	WOS:000294132800010
1197	Cao X	2011	IEEE MULTIMEDIA	18	12		Journal	Article	1	Converting 2D Video to 3D: An Efficient Path to a 3D Experience	WOS:000296919900002
1198	Duan LJ	2011	IEEE SIGNAL PROC LET	18	690		Journal	Article	0	Visual Conspicuity Index: Spatial Dissimilarity, Distance, and Central Bias	WOS:000296012600003
1199	Ha H	2011	IEEE T CIRC SYST VID	21	1667		Journal	Article	0	Perceptually Scalable Extension of H.264	WOS:000296471100011
1200	Chen MJ	2011	J REAL-TIME IMAGE PR	6	281		Journal	Article	0	Fast structural similarity index algorithm	WOS:000297127300008
1201	Moorthy AK	2011	IEEE T IMAGE PROCESS	20	3350		Journal	Article	3	Blind Image Quality Assessment: From Natural Scene Statistics to Perceptual Quality	WOS:000297340300004
1202	Jahanbin S	2011	IEEE T INF FOREN SEC	6	1287		Journal	Article	0	Passive Multimodal 2-D+3-D Face Recognition Using Gabor Features and Landmark Distances	WOS:000297344200009
1203	Mittal A	2012	PROC SPIE	8291			Series	Proceedings Paper	0	Automatic Parameter Prediction for Image Denoising Algorithms using Perceptual Quality Features	WOS:000302560100011
1204	Liu LX	2012	EURASIP J IMAGE VIDE				Journal	Article	0	Active contours with neighborhood-extending and noise-smoothing gradient vector flow external force	WOS:000304925900001
1205	Muralidhar GS	2012	PROC SPIE	8318			Series	Proceedings Paper	0	Stereoscopic vs. monoscopic detection of masses on breast tomosynthesis projection images	WOS:000304905600006
1206	Mittal A	2012	IEEE SIGNAL PROC LET	19	75		Journal	Article	0	Blind Image Quality Assessment Without Human Training Using Latent Quality Factors	WOS:000299068300001
1207	Soundararajan R	2012	IEEE T IMAGE PROCESS	21	517		Journal	Article	0	RRED Indices: Reduced Reference Entropic Differencing for Image Quality Assessment	WOS:000300559700008
1208	Saad MA	2012	IEEE T IMAGE PROCESS	21	3339		Journal	Article	0	Blind Image Quality Assessment: A Natural Scene Statistics Approach in the DCT Domain	WOS:000306598100001
1209	Meehl GA	1996	J GEOPHYS RES-ATMOS	101	15033		Journal	Article	43	Modulation of equatorial subseasonal convective episodes by tropical-extratropical interaction in the Indian and Pacific Ocean regions	WOS:A1996UV94800006
1210	Torrence C	1998	B AM METEOROL SOC	79	61		Journal	Article	2848	A practical guide to wavelet analysis	WOS:000071742700004
1211	Compo GP	1999	Q J ROY METEOR SOC	125	29		Journal	Article	57	The horizontal and vertical structure of east Asian winter monsoon pressure surges	WOS:000078558000002
1212	Sardeshmukh PD	2000	J CLIMATE	13	4268		Journal	Article	89	Changes of probability associated with El Nino	WOS:000165989100004
1213	Compo GP	2001			74		Book	Proceedings Paper	0	Changes of subseasonal variability associated with El Nino	WOS:000177563900017
1214	Compo GP	2001	J CLIMATE	14	3356		Journal	Article	29	Changes of subseasonal variability associated with El Nino	WOS:000170554200002
1215	Whitaker JS	2002			144		Book	Proceedings Paper	0	An ensemble Kalman smoother for reanalysis	WOS:000179290100038
1216	Loschnigg J	2003	J CLIMATE	16	1617		Journal	Article	50	The Asian monsoon, the tropospheric biennial oscillation, and the Indian Ocean zonal mode in the NCAR CSM	WOS:000183298300001
1217	Newman M	2003	J CLIMATE	16	3853		Journal	Article	177	ENSO-forced variability of the Pacific decadal oscillation	WOS:000186684500001
1218	Whitaker JS	2004	MON WEATHER REV	132	1190		Journal	Article	79	Reanalysis without radiosondes using ensemble data assimilation	WOS:000221195200009
1219	Compo GP	2004	J CLIMATE	17	3701		Journal	Article	28	Storm track predictability on seasonal and decadal scales	WOS:000224362100004
1220	Compo GP	2006	B AM METEOROL SOC	87	175		Journal	Article	93	Feasibility of a 100-year reanalysis using only surface pressure data	WOS:000235962000012
1221	Compo GP	2009	CLIM DYNAM	32	333		Journal	Article	28	Oceanic influences on recent continental warming	WOS:000262086300012
1222	Whitaker JS	2009	MON WEATHER REV	137	1991		Journal	Article	8	A Comparison of Variational and Ensemble-Based Data Assimilation Systems for Reanalysis of Sparse Observations	WOS:000267850700017
1223	Watkins L	2009	MATH GEOSCI	41	643		Journal	Article	2	Wavelet Analysis and Filtering to Identify Dominant Orientations of Permeability Anisotropy	WOS:000268431200003
1224	Giese BS	2010	B AM METEOROL SOC	91	177		Journal	Article	11	THE 1918/19 EL NINO	WOS:000275869800003
1225	Compo GP	2010	J CLIMATE	23	1957		Journal	Article	18	Removing ENSO-Related Variations from the Climate Record	WOS:000277538400001
1226	Stickler A	2010	B AM METEOROL SOC	91	741		Journal	Article	7	THE COMPREHENSIVE HISTORICAL UPPER-AIR NETWORK	WOS:000280107300003
1227	Compo GP	2010	J CLIMATE	23	6124		Journal	Correction	0	Removing ENSO-related variations from the climate record (vol 23, pg 1957, 2010)	WOS:000285227600018
1228	Bronnimann S	2011	CLIM PAST	7	265		Journal	Article	0	Early ship-based upper-air data and comparison with the Twentieth Century Reanalysis	WOS:000288992700020
1229	Compo GP	2011	Q J ROY METEOR SOC	137	1		Journal	Review	82	The Twentieth Century Reanalysis Project	WOS:000287592400001
1230	Allan R	2011	B AM METEOROL SOC	92	1421		Journal	Editorial Material	4	The International Atmospheric Circulation Reconstructions over the Earth (ACRE) Initiative	WOS:000298205600007
1231	Wang XLL	2011	CLIM DYNAM	37	2355		Journal	Article	2	Trends and low-frequency variability of storminess over western Europe, 1878-2007	WOS:000297345800014
1232	Bronnimann S	2012	METEOROL Z	21	13		Journal	Article	2	Extreme winds at northern mid-latitudes since 1871	WOS:000301382800003
1233	Bronnimann S	2012	METEOROL Z	21	49		Journal	Article	1	Ozone highs and associated flow features in the first half of the twentieth century in different data sets	WOS:000301382800006
1234	DAHMEN W	1974	B AM MATH SOC	80	1199		Journal	Article	9	CONJECTURE OF GOLOMB,M ON OPTIMAL AND NEARLY-OPTIMAL LINEAR-APPROXIMATION	WOS:A1974U956700028
1235	DAHMEN W	1976	MATH Z	148	7		Journal	Article	9	BEST APPROXIMATION WITH EXPONENTIAL ORDERS AND INTERMEDIATE SPACES	WOS:A1976BS11900002
1236	DAHMEN W	1977	MATH ANN	230	57		Journal	Article	5	TRIGONOMETRIC APPROXIMATION WITH EXPONENTIAL ERROR ORDERS .1. CONSTRUCTION OF ASYMPTOTICALLY OPTIMAL PROCESSES - GENERALIZED DE LA VALLEE POUSSIN SUMS	WOS:A1977DV33600005
1237	DAHMEN W	1977	MATH NACHR	76	163		Journal	Article	4	CHARACTERIZATION PROBLEM FOR BEST APPROXIMATION WITH EXPONENTIAL ERROR ORDERS AND EVALUATION OF ENTROPY	WOS:A1977DP37400011
1238	DAHMEN W	1978	MATH NOTES+	23	369		Journal	Article	1	BEST APPROXIMATION AND DE LA VALLEE-POUSSIN SUMS	WOS:A1978FZ27000004
1239	DAHMEN W	1979	J APPROX THEORY	26	1		Journal	Article	2	BEST APPROXIMATION BY PIECEWISE POLYNOMIALS WITH VARIABLE KNOTS AND DEGREES	WOS:A1979HE80200001
1240	DAHMEN W	1979	J MATH ANAL APPL	68	118		Journal	Article	3	TRIGONOMETRIC APPROXIMATION WITH EXPONENTIAL ERROR ORDERS .2. PROPERTIES OF ASYMPTOTICALLY OPTIMAL PROCESSES - IMPOSSIBILITY OF ARBITRARILY GOOD ERROR ESTIMATES	WOS:A1979GX45100010
1241	DAHMEN W	1979	MATH Z	169	93		Journal	Article	11	POLYNOMIALS AS LINEAR COMBINATIONS OF MULTIVARIATE B-SPLINES	WOS:A1979HP80300008
1242	DAHMEN W	1980	SIAM J NUMER ANAL	17	179		Journal	Article	54	ON MULTIVARIATE B-SPLINES	WOS:A1980JP58100001
1243	DAHMEN W	1980	SIAM J NUMER ANAL	17	380		Journal	Article	50	MULTIDIMENSIONAL SPLINE APPROXIMATION	WOS:A1980KE28000007
1244	DAHMEN W	1981	J ANAL MATH	39	256		Journal	Article	15	ON LIMITS OF MULTIVARIATE B-SPLINES	WOS:A1981MM53800012
1245	DAHMEN W	1981	J APPROX THEORY	31	299		Journal	Article	13	APPROXIMATION BY LINEAR-COMBINATIONS OF MULTIVARIATE B-SPLINES	WOS:A1981MG83900001
1246	CAVARETTA AS	1981	LINEAR ALGEBRA APPL	39	229		Journal	Article	12	A FACTORIZATION THEOREM FOR BANDED MATRICES	WOS:A1981MG08500022
1247	DAHMEN W	1981	NERVENARZT	52	598		Journal	Article	2	SPECIFIC WRITING DISABILITY FOLLOWING SPONTANEOUS SUBARACHNOID HEMORRHAGE	WOS:A1981ML27700008
1248	Dahmen W	1981	NUMER FUNC ANAL OPT	3	367		Journal	Article	9	COMPUTATION OF INNER PRODUCTS OF MULTIVARIATE B-SPLINES	WOS:A1981MJ59600006
1249	CAVARETTA AS	1981	SIAM J MATH ANAL	12	833		Journal	Article	11	ON THE SOLVABILITY OF CERTAIN SYSTEMS OF LINEAR DIFFERENCE-EQUATIONS	WOS:A1981MQ25600004
1250	Dahmen W	1982	J APPROX THEORY	36	119		Journal	Article	12	ADAPTIVE APPROXIMATION BY MULTIVARIATE SMOOTH SPLINES	WOS:A1982PM88200004
1251	HARTJE W	1982	NERVENARZT	53	159		Journal	Article	3	3 CASES OF LEFT-SIDED PARIETO-OCCIPITAL LESIONS WITH DYSGRAPHIA AND DYSCALCULIA	WOS:A1982NF83400008
1252	DAHMEN W	1982	NEUROPSYCHOLOGIA	20	145		Journal	Article	52	DISORDERS OF CALCULATION IN APHASIC PATIENTS - SPATIAL AND VERBAL COMPONENTS	WOS:A1982NR30100003
1253	DAHMEN W	1982	P AM MATH SOC	84	344		Journal	Article	4	ON ENTIRE-FUNCTIONS OF AFFINE LINEAGE	WOS:A1982NE34200007
1254	Dahmen W	1982	SIAM J NUMER ANAL	19	993		Journal	Article	32	ON THE LINEAR INDEPENDENCE OF MULTIVARIATE B-SPLINES .1. TRIANGULATIONS OF SIMPLOIDS	WOS:A1982PL78600010
1255	STURM W	1983	ARCH PSYCHIAT NERVEN	233	9		Journal	Article	17	RESULTS OF A PROGRAM FOR THE TRAINING OF PERCEPTUAL SPEED AND ATTENTION IN BRAIN-DAMAGED PATIENTS	WOS:A1983QN48600002
1256	DAHMEN W	1983	LINEAR ALGEBRA APPL	52-3	217		Journal	Article	99	TRANSLATES OF MULTIVARIATE SPLINES	WOS:A1983RC30200013
1257	Dahmen W	1983	MATH COMPUT	41	143		Journal	Article	13	ON THE LINEAR INDEPENDENCE OF MULTIVARIATE B-SPLINES .2. COMPLETE CONFIGURATIONS	WOS:A1983RC28600011
1258	ENDERS D	1983	SYNTHETIC COMMUN	13	1235		Journal	Article	14	SPIROACETALS FROM ACETONE AND OXIRANES - A SIMPLE ROUTE TO OPTICALLY-ACTIVE 1,6-DIOXASPIRO[4.4]NONANE-PHEROMONES	WOS:A1983SB07700013
1259	DAHMEN W	1984	B AM MATH SOC	11	147		Journal	Article	5	SOME RESULTS ON BOX SPLINES	WOS:A1984SY25900005
1260	DAHMEN W	1984	J COMPUT APPL MATH	10	255		Journal	Article	8	ON THE OPTIMAL APPROXIMATION RATES FOR CRISSCROSS FINITE-ELEMENT SPACES	WOS:A1984TA36200001
1261	DAHMEN W	1984	J AUST MATH SOC B	26	233		Journal	Article	33	ON THE APPROXIMATION ORDER FROM CERTAIN MULTIVARIATE SPLINE SPACES	WOS:A1984TS36000008
1262	LUTZ D	1985	ARZNEIMITTEL-FORSCH	35-2	1840		Journal	Article	7	BIOAVAILABILITY OF NEW NIFEDIPINE PREPARATIONS IN MAN .1. PHARMACOKINETICS OF NIFEDIPINE IN FORM OF RETARD-TABLETS	WOS:A1985AWK2600022
1263	DAHMEN W	1985	ARZNEIMITTEL-FORSCH	35-2	1842		Journal	Article	3	BIOAVAILABILITY OF NEW NIFEDIPINE PREPARATIONS IN MAN .2. BIOEQUIVALENCE OF NIFEDIPINE IN FORM OF SOFT GELATINE CAPSULES	WOS:A1985AWK2600023
1264	DAHMEN W	1985	CONSTR APPROX	1	305		Journal	Article	12	ON THE CONVERGENCE-RATES OF SUBDIVISION ALGORITHMS FOR BOX SPLINE SURFACES	WOS:A1985ASJ5000002
1265	DAHMEN W	1985	STUD MATH	82	243		Journal	Article	56	ON THE LOCAL LINEAR INDEPENDENCE OF TRANSLATES OF A BOX SPLINE	WOS:A1985A873400004
1266	DAHMEN W	1985	T AM MATH SOC	292	305		Journal	Article	36	ON THE SOLUTION OF CERTAIN SYSTEMS OF PARTIAL DIFFERENCE-EQUATIONS AND LINEAR-DEPENDENCE OF TRANSLATES OF BOX SPLINES	WOS:A1985AWW2300013
1267	PABST G	1986	ARZNEIMITTEL-FORSCH	36-1	256		Journal	Article	26	PHARMACOKINETICS AND BIOAVAILABILITY OF 3 DIFFERENT GALENIC NIFEDIPINE PREPARATIONS	WOS:A1986A137300018
1268	DAHMEN W	1986	MATH PROC CAMBRIDGE	99	171		Journal	Article	2	ASYMPTOTICALLY OPTIMAL SAMPLING SCHEMES FOR PERIODIC-FUNCTIONS	WOS:A1986A197400023
1269	DAHMEN W	1986	ROCKY MT J MATH	16	335		Journal	Article	2	ON FACTORIZATION OF BIINFINITE TOTALLY POSITIVE BLOCK TOEPLITZ MATRICES	WOS:A1986C832000008
1270	DAHMEN W	1986	J COMPUT APPL MATH	16	145		Journal	Article	18	SUBDIVISION ALGORITHMS CONVERGE QUADRATICALLY	WOS:A1986E547100002
