307	Engineering, Electrical & Electronic
307	Imaging Science & Photographic Technology
308	Computer Science, Artificial Intelligence
309	Computer Science, Information Systems
309	Computer Science, Software Engineering
309	Computer Science, Theory & Methods
310	Computer Science, Software Engineering
310	Computer Science, Theory & Methods
310	Engineering, Electrical & Electronic
311	Computer Science, Information Systems
311	Computer Science, Theory & Methods
311	Telecommunications
312	Computer Science, Artificial Intelligence
312	Computer Science, Theory & Methods
312	Imaging Science & Photographic Technology
313	Computer Science, Artificial Intelligence
313	Engineering, Electrical & Electronic
314	Engineering, Electrical & Electronic
314	Imaging Science & Photographic Technology
315	Engineering, Electrical & Electronic
315	Imaging Science & Photographic Technology
316	Computer Science, Information Systems
316	Computer Science, Software Engineering
316	Computer Science, Theory & Methods
316	Engineering, Electrical & Electronic
317	Computer Science, Artificial Intelligence
317	Computer Science, Software Engineering
317	Computer Science, Theory & Methods
318	Computer Science, Artificial Intelligence
319	Engineering, Electrical & Electronic
320	Engineering, Electrical & Electronic
321	Engineering, Electrical & Electronic
322	Telecommunications
323	Engineering, Electrical & Electronic
323	Telecommunications
324	Engineering, Electrical & Electronic
325	Engineering, Electrical & Electronic
326	Acoustics
326	Engineering, Electrical & Electronic
327	Acoustics
327	Engineering, Electrical & Electronic
328	Engineering, Electrical & Electronic
329	Acoustics
329	Engineering, Electrical & Electronic
330	Optics
331	Acoustics
331	Engineering, Electrical & Electronic
332	Engineering, Electrical & Electronic
333	Engineering, Electrical & Electronic
333	Telecommunications
334	Engineering, Electrical & Electronic
335	Acoustics
335	Engineering, Electrical & Electronic
336	Engineering, Electrical & Electronic
337	Acoustics
337	Engineering, Electrical & Electronic
338	Engineering, Electrical & Electronic
338	Instruments & Instrumentation
339	Mathematics, Applied
340	Engineering, Electrical & Electronic
341	Computer Science, Information Systems
341	Engineering, Electrical & Electronic
342	Engineering, Electrical & Electronic
343	Computer Science, Information Systems
343	Engineering, Electrical & Electronic
344	Computer Science, Theory & Methods
344	Engineering, Electrical & Electronic
345	Engineering, Electrical & Electronic
346	Engineering, Electrical & Electronic
347	Computer Science, Theory & Methods
348	Engineering, Electrical & Electronic
348	Telecommunications
349	Computer Science, Artificial Intelligence
349	Engineering, Electrical & Electronic
350	Computer Science, Information Systems
350	Engineering, Electrical & Electronic
351	Computer Science, Hardware & Architecture
351	Computer Science, Theory & Methods
351	Engineering, Electrical & Electronic
351	Telecommunications
352	Computer Science, Artificial Intelligence
352	Engineering, Electrical & Electronic
353	Engineering, Electrical & Electronic
354	Engineering, Electrical & Electronic
355	Computer Science, Information Systems
355	Engineering, Electrical & Electronic
356	Engineering, Electrical & Electronic
357	Computer Science, Artificial Intelligence
357	Engineering, Electrical & Electronic
358	Engineering, Electrical & Electronic
359	Engineering, Electrical & Electronic
360	Engineering, Electrical & Electronic
361	Computer Science, Artificial Intelligence
361	Engineering, Electrical & Electronic
362	Computer Science, Artificial Intelligence
362	Engineering, Electrical & Electronic
363	Computer Science, Artificial Intelligence
363	Engineering, Electrical & Electronic
364	Engineering, Electrical & Electronic
365	Engineering, Electrical & Electronic
366	Engineering, Electrical & Electronic
367	Telecommunications
368	Engineering, Electrical & Electronic
368	Telecommunications
369	Computer Science, Artificial Intelligence
369	Engineering, Electrical & Electronic
370	Computer Science, Information Systems
370	Engineering, Electrical & Electronic
371	Engineering, Electrical & Electronic
372	Computer Science, Artificial Intelligence
372	Engineering, Electrical & Electronic
373	Computer Science, Artificial Intelligence
373	Engineering, Electrical & Electronic
374	Computer Science, Theory & Methods
374	Engineering, Electrical & Electronic
375	Computer Science, Artificial Intelligence
375	Engineering, Electrical & Electronic
376	Engineering, Electrical & Electronic
376	Telecommunications
377	Computer Science, Information Systems
377	Engineering, Electrical & Electronic
378	Engineering, Electrical & Electronic
379	Engineering, Electrical & Electronic
380	Engineering, Electrical & Electronic
381	Engineering, Electrical & Electronic
382	Computer Science, Artificial Intelligence
382	Engineering, Electrical & Electronic
383	Computer Science, Information Systems
383	Engineering, Electrical & Electronic
384	Engineering, Electrical & Electronic
385	Engineering, Electrical & Electronic
386	Engineering, Electrical & Electronic
387	Multidisciplinary Sciences
388	Computer Science, Artificial Intelligence
388	Engineering, Electrical & Electronic
388	Imaging Science & Photographic Technology
388	Radiology, Nuclear Medicine & Medical Imaging
389	Computer Science, Artificial Intelligence
389	Engineering, Electrical & Electronic
389	Imaging Science & Photographic Technology
389	Radiology, Nuclear Medicine & Medical Imaging
390	Computer Science, Artificial Intelligence
390	Engineering, Electrical & Electronic
390	Imaging Science & Photographic Technology
390	Radiology, Nuclear Medicine & Medical Imaging
391	Computer Science, Artificial Intelligence
391	Engineering, Electrical & Electronic
391	Imaging Science & Photographic Technology
391	Radiology, Nuclear Medicine & Medical Imaging
392	Computer Science, Information Systems
392	Computer Science, Software Engineering
392	Computer Science, Theory & Methods
393	Computer Science, Theory & Methods
393	Mathematics, Applied
394	Computer Science, Theory & Methods
394	Mathematics, Applied
